window,strategy,rebal_pa,ann_turnover,mean_trade,sharpe
Window1_2000s,ensemble,226.74990059642147,0.24374148869190726,0.0010749353717500766,0.6877598782664187
Window1_2000s,baseline,205.10695825049703,0.14332108162324994,0.0006987626497206008,1.2992422264286352
Window2_2010s,ensemble,235.5739268680445,0.22475231402336227,0.0009540627734632793,0.7156172801582001
Window2_2010s,baseline,226.15898251192368,0.15754307028805423,0.0006966031971767832,0.7532287379470203
Window3_2020s,ensemble,222.6787330316742,0.20392853214295675,0.0009157970739574381,1.6335218025728186
Window3_2020s,baseline,210.62443438914028,0.1410736985311235,0.0006697879044293696,2.1563244207704977
