version,threshold,window,sharpe,baseline_sharpe,delta_sharpe,max_dd,baseline_max_dd,delta_max_dd,cagr
unfiltered,0.0,Window1_2000s,0.6877598782664187,1.2992422264286352,-0.6114823481622165,-0.12077545403792611,-0.06023401606776524,-0.06054143797016087,0.023174311673595627
unfiltered,0.0,Window3_2020s,0.7416355491112575,0.8678962138474318,-0.12626066473617426,-0.14973032024510236,-0.10168098315558116,-0.048049337089521194,0.05340165845070355
filtered,0.3,Window1_2000s,0.6877598782664187,1.2992422264286352,-0.6114823481622165,-0.12077545403792611,-0.06023401606776524,-0.06054143797016087,0.023174311673595627
filtered,0.3,Window3_2020s,0.7416355491112575,0.8678962138474318,-0.12626066473617426,-0.14973032024510236,-0.10168098315558116,-0.048049337089521194,0.05340165845070355
