window,test_start,test_end,baseline_sharpe,baseline_cagr,baseline_max_dd,single_asset_sharpe,single_asset_cagr,single_asset_max_dd,multi_asset_sharpe,multi_asset_cagr,multi_asset_max_dd
Window1_2000s,2000-01-01,2009-12-31,1.2992422264286352,0.02597004409588055,-0.06023401606776524,0.6877598782664187,0.023174311673595627,-0.12077545403792611,0.8905761777956592,0.01971621504230936,-0.04421126487268767
Window2_2010s,2010-01-01,2019-12-31,0.7532287379470203,0.02827742393146515,-0.0913378978813375,0.7156172801582001,0.03853646638246522,-0.13117579626964826,0.9273044720035962,0.04675698486521451,-0.1173561456741804
Window3_2020s,2020-01-01,2026-02-28,2.1563244207704977,0.033067553095259994,-0.0256597287381779,1.6335218025728186,0.037593287243231854,-0.042899027146473534,0.9331009048170829,0.05322911852913714,-0.11448484637083234
